cust_id,age,income_mo,city_tier,cibil,tenure_mo,credit_limit,monthly_spend,food_spend,travel_spend,shopping_spend,entertainment_spend,utilities_spend,txn_count,avg_txn_value,util_rate,payment_behavior,emi_conversion,reward_pts_mo,intl_txn_pct,missed_payments,autopay_enabled,cluster,persona
CC0027584,35,28900,Tier2,804,5,63000,14303,4753,955,3714,2003,2878,17,841,0.227,Full,1,711,0.003,0,1,1,Everyday User
CC0027585,38,103113,Tier2,682,69,262000,91432,16586,9389,13765,8302,27430,17,5378,0.349,,0,773,0.035,0,0,0,Everyday User
CC0027586,42,38232,Tier3,802,23,97000,40964,9309,5551,14220,3475,8408,14,2926,0.422,Full,0,724,0.024,0,1,1,Everyday User
CC0027587,37,43917,Tier1,676,37,131000,47588,13412,6635,9513,6750,11278,19,2505,0.363,,0,699,0.016,0,1,1,Everyday User
CC0027588,47,35368,Tier2,618,73,78000,61847,19946,8627,12038,5758,15478,15,4123,0.793,Full,0,649,0.192,0,0,4,Everyday User
CC0027589,30,48275,Tier2,829,38,143000,48881,8505,11613,17299,3077,8387,17,2875,0.342,Minimum,1,675,0.007,0,1,1,Everyday User
CC0027590,23,31884,Tier1,700,53,72000,24872,3219,5425,4974,858,7462,21,1184,0.345,Minimum,0,693,0.032,0,0,1,Everyday User
CC0027591,64,57763,Tier1,776,77,191000,163706,34345,10350,30670,16504,49112,10,16371,0.857,Full,0,633,0.063,0,1,3,Premium Shopper
CC0027592,36,28706,Tier1,767,36,58000,22369,5173,3109,4966,1044,6711,16,1398,0.386,Partial,0,686,0.052,0,1,1,Everyday User
CC0027593,56,82940,Tier1,755,63,175000,38914,4285,4584,8899,4936,11674,23,1692,0.222,Partial,1,676,0.007,0,1,1,Everyday User
CC0027594,45,48916,Tier1,694,70,112000,33566,10673,5291,9961,3309,4332,14,2398,0.3,Full,0,723,0.12,0,0,4,Everyday User
CC0027595,59,33139,Tier2,739,50,72000,33341,6218,2974,10039,3819,10002,13,2565,0.463,Full,0,694,0.012,0,1,1,Everyday User
CC0027596,35,60190,Tier2,693,62,205000,117686,15936,19626,31885,12330,35306,21,5604,0.574,Full,1,693,0.024,1,1,3,Premium Shopper
CC0027597,58,48816,Tier1,612,62,130000,109959,16112,23599,25794,9304,32988,16,6872,0.846,Full,0,653,0.028,0,1,3,Premium Shopper
CC0027598,58,59658,Tier3,684,29,122000,43367,13423,2695,10777,5840,10632,13,3336,0.355,Full,0,666,0.071,1,1,1,Everyday User
CC0027599,27,38233,Tier2,766,24,86000,64474,6900,14657,20691,4743,17482,13,4960,0.75,Partial,1,726,0.037,0,1,0,Everyday User
CC0027600,39,31423,Tier2,784,36,76000,34247,4718,1947,5504,2018,10274,20,1712,0.451,Full,1,719,0.078,0,0,1,Everyday User
CC0027601,43,39386,Tier1,784,10,112000,46264,12808,11565,17014,4460,2313,24,1928,0.413,Partial,0,701,0.19,0,0,4,Everyday User
CC0027602,39,26897,Tier2,708,83,63000,11025,1534,2620,3548,1275,2048,11,1002,0.175,Full,0,640,0.092,0,0,1,Everyday User
CC0027603,23,65356,Tier2,798,7,193000,33996,7885,3886,4124,3209,10199,16,2125,0.176,Partial,1,700,0.04,0,0,1,Everyday User
CC0027604,53,87686,Tier1,641,38,279000,88878,14971,12295,22551,10734,26663,16,5555,0.319,Minimum,0,703,0.002,0,1,0,Everyday User
CC0027605,38,51401,Tier1,896,49,102000,64418,9373,15815,15857,7832,15542,15,4295,0.632,Full,1,728,0.023,0,0,0,Everyday User
CC0027606,22,85041,Tier1,707,5,259000,73047,8373,11853,23635,10069,19117,11,6641,0.282,Full,0,693,0.049,2,1,0,Everyday User
CC0027607,30,71405,Tier2,716,49,169000,129504,24000,29476,28446,5293,38851,11,11773,0.766,Full,0,698,0.021,0,0,3,Premium Shopper
CC0027608,34,30917,Tier1,625,50,63000,53753,10216,3003,19452,2836,16126,13,4135,0.853,Full,0,701,0.008,1,0,0,Everyday User
CC0027609,57,59963,Tier1,677,47,163000,130099,25362,11876,21186,7107,39030,18,7228,0.798,Full,1,692,0.012,0,1,3,Premium Shopper
CC0027610,58,16818,Tier2,759,9,58000,28210,8336,6226,8169,1463,4017,15,1881,0.486,Full,0,682,0.029,1,1,1,Everyday User
CC0027611,51,40605,Tier1,746,3,128000,77103,23656,10627,18986,10588,13246,9,8567,0.602,Partial,0,734,0.093,0,1,3,Premium Shopper
CC0027612,52,17865,Tier1,609,8,32000,7022,1336,1547,1472,698,1969,21,334,0.219,Full,0,715,0.078,0,1,1,Everyday User
CC0027613,44,34003,Tier1,731,58,68000,54719,12712,11434,15857,6912,7803,19,2880,0.805,Minimum,0,695,0.032,0,0,0,Everyday User
CC0027614,49,15309,Tier3,593,20,48000,33532,3575,7817,11342,1290,9508,16,2096,0.699,Partial,0,680,0.053,1,1,0,Everyday User
CC0027615,31,70023,Tier1,796,74,212000,143482,32049,26670,23023,12250,43045,17,8440,0.677,Full,0,691,0.043,0,1,3,Premium Shopper
CC0027616,46,28655,Tier2,797,16,77000,43130,14756,8981,11774,5308,2311,20,2156,0.56,Minimum,0,708,0.048,0,0,0,Everyday User
CC0027617,57,62555,Tier2,637,12,139000,72808,23430,8518,13319,2222,21842,18,4045,0.524,Partial,0,742,0.008,0,1,0,Everyday User
CC0027618,47,34707,Tier3,724,2,102000,48750,5756,3314,14970,3411,14625,20,2438,0.478,Full,0,711,0.004,0,0,0,Everyday User
CC0027619,47,12010,Tier3,611,54,26000,8822,1786,1239,1678,855,2647,14,630,0.339,Partial,0,728,0.007,0,1,1,Everyday User
CC0027620,34,27160,Tier1,678,67,84000,34895,8680,3404,7401,5167,10243,21,1662,0.415,Full,1,721,0.025,1,0,1,Everyday User
CC0027621,38,26412,Tier1,727,25,82000,63533,12421,10280,10551,3022,19060,13,4887,0.775,Partial,1,712,0.012,0,1,0,Everyday User
CC0027622,61,35995,Tier2,717,9,96000,66426,17113,6900,22838,9964,9612,20,3321,0.692,Partial,0,709,0.055,0,1,0,Everyday User
CC0027623,25,89753,Tier1,731,46,218000,123746,21148,28120,28121,10780,35576,12,10312,0.568,Partial,0,698,0.018,0,0,3,Premium Shopper
CC0027624,44,99128,Tier3,722,31,235000,143229,43559,30278,19836,13671,35885,8,17904,0.609,Full,1,717,0.011,0,1,2,Premium Shopper
CC0027625,56,31611,Tier2,735,21,60000,24398,3257,5584,9007,2620,3930,19,1284,0.407,Full,1,740,0.214,0,1,4,Everyday User
CC0027626,32,17049,Tier3,666,71,33000,15008,3299,3665,2866,812,4366,13,1154,0.455,,0,681,0.067,0,0,1,Everyday User
CC0027627,33,23238,Tier2,697,43,57000,43167,14934,4410,10271,1507,12044,16,2698,0.757,Full,0,674,0.039,0,1,0,Everyday User
CC0027628,30,48425,Tier2,712,37,87000,70230,22668,5931,9781,8632,21069,15,4682,0.807,Full,0,724,0.022,0,1,0,Everyday User
CC0027629,36,34032,Tier2,697,30,114000,17379,5547,3525,2874,980,4454,20,869,0.152,Full,0,669,0.001,1,0,1,Everyday User
CC0027630,58,14112,Tier1,899,47,27000,13526,1355,1658,5123,1037,4058,22,615,0.501,,0,632,0.099,0,1,1,Everyday User
CC0027631,26,26845,Tier2,716,34,93000,18995,5689,4097,3973,2473,2763,15,1266,0.204,,0,681,0.027,0,0,1,Everyday User
CC0027632,40,79773,Tier3,613,4,230000,109766,13162,9504,24538,5118,32930,13,8444,0.477,Full,1,681,0.05,0,1,3,Premium Shopper
CC0027633,32,43276,Tier2,633,6,123000,34160,11763,1905,8539,2684,9269,18,1898,0.278,Full,0,695,0.006,0,0,1,Everyday User
CC0027634,30,37361,Tier1,727,40,62000,44590,14759,10763,13373,5049,2230,10,4459,0.719,Minimum,0,681,0.053,1,1,0,Everyday User
CC0027635,56,28760,Tier2,701,19,82000,51179,16106,6095,9520,2512,15354,16,3199,0.624,Partial,0,675,0.071,0,1,0,Everyday User
CC0027636,48,27557,Tier1,697,10,66000,52980,13409,7905,13114,5218,13334,19,2788,0.803,Partial,0,692,0.041,1,1,0,Everyday User
CC0027637,34,50331,Tier2,600,34,164000,114788,14213,13065,22534,11984,34436,17,6752,0.7,Full,0,676,0.042,0,1,3,Premium Shopper
CC0027638,33,39547,Tier3,614,16,78000,68598,12147,12491,17858,2233,20579,10,6860,0.879,Partial,0,699,0.047,0,1,0,Everyday User
CC0027639,30,57677,Tier1,631,67,131000,49595,16155,4991,14510,2265,11674,13,3815,0.379,Partial,0,713,0.033,1,1,0,Everyday User
CC0027640,63,50412,Tier1,641,16,142000,47884,14306,3565,13241,2673,14099,32,1496,0.337,Partial,0,705,0.102,0,0,1,Everyday User
CC0027641,49,36748,Tier1,616,31,128000,114711,15119,19810,33088,7810,34413,18,6373,0.896,Partial,0,668,0.038,0,0,3,Premium Shopper
CC0027642,34,45731,Tier3,758,81,155000,132019,37637,28888,13985,19397,32111,15,8801,0.852,Full,1,676,0.042,0,1,3,Premium Shopper
CC0027643,41,25450,Tier1,722,23,47000,27553,7988,4829,9259,3612,1865,12,2296,0.586,Full,1,716,0.032,0,1,0,Everyday User
CC0027644,34,35281,Tier2,769,38,83000,37938,7762,2223,14422,1855,11381,14,2710,0.457,Partial,0,695,0.076,0,1,1,Everyday User
CC0027645,48,81192,Tier1,803,69,184000,76000,18971,4630,30359,4703,17337,12,6333,0.413,Partial,1,692,0.029,0,0,0,Everyday User
CC0027646,47,36550,Tier2,726,25,84000,28709,6547,3106,9718,3471,5868,22,1305,0.342,Full,1,739,0.095,0,1,1,Everyday User
CC0027647,50,31878,Tier1,655,75,90000,58795,18505,7419,6757,8489,17625,19,3094,0.653,Partial,0,703,0.355,1,1,4,Everyday User
CC0027648,50,41204,Tier3,765,73,92000,49496,7663,9021,17519,4341,10952,16,3094,0.538,Minimum,1,747,0.109,0,1,0,Everyday User
CC0027649,43,18046,Tier2,616,69,49000,8760,891,2106,1419,1143,2628,17,515,0.179,Minimum,0,726,0.019,0,1,1,Everyday User
CC0027650,30,41461,Tier1,671,52,75000,45266,5471,8985,9862,2909,13580,20,2263,0.604,Full,1,688,0.029,1,0,0,Everyday User
CC0027651,45,100471,Tier3,694,80,319000,84916,10850,11882,15493,5554,25475,10,8492,0.266,Full,0,691,0.067,0,0,0,Everyday User
CC0027652,63,22356,Tier3,723,66,39000,25784,7203,3105,9208,3147,3122,18,1432,0.661,,0,685,0.005,0,0,0,Everyday User
CC0027653,40,42627,Tier1,792,66,96000,51922,17353,4200,8538,2069,15577,14,3709,0.541,Minimum,0,644,0.117,0,1,4,Everyday User
CC0027654,59,35807,Tier1,648,68,116000,59664,13637,12475,6007,2760,17899,14,4262,0.514,Minimum,0,750,0.011,0,1,0,Everyday User
CC0027655,52,35262,Tier2,615,34,85000,18117,3972,4045,5941,1189,2970,16,1132,0.213,Full,0,686,0.012,0,0,1,Everyday User
CC0027656,60,34882,Tier2,817,72,106000,35799,7588,8781,9894,3951,5585,14,2557,0.338,,1,718,0.138,0,1,4,Everyday User
CC0027657,36,55747,Tier1,780,66,169000,29645,5088,7223,10228,3837,3268,16,1853,0.175,Full,1,732,0.02,1,1,1,Everyday User
CC0027658,53,18791,Tier3,900,15,62000,47218,11468,11613,11829,5431,6876,14,3373,0.762,Minimum,0,673,0.027,0,1,0,Everyday User
CC0027659,50,54896,Tier1,602,72,147000,54220,8195,10797,13135,7380,14714,17,3189,0.369,,0,668,0.004,0,0,1,Everyday User
CC0027660,55,37854,Tier2,720,64,82000,49784,7999,2743,14933,2859,14935,19,2620,0.607,Minimum,1,740,0.119,0,1,4,Everyday User
CC0027661,30,12612,Tier2,607,33,42000,11696,3578,858,3076,925,3259,12,975,0.278,Partial,0,704,0.024,0,1,1,Everyday User
CC0027662,56,45611,Tier3,825,1,72000,43620,10255,10126,10516,6326,6397,14,3116,0.606,Full,1,674,0.009,0,0,0,Everyday User
CC0027663,27,38885,Tier3,579,48,78000,68209,14101,15805,13449,5689,19165,23,2966,0.874,Full,0,672,0.045,1,1,0,Everyday User
CC0027664,58,21525,Tier1,643,68,60000,20552,3123,2611,2534,805,6166,23,894,0.343,Partial,1,682,0.102,0,1,1,Everyday User
CC0027665,35,39988,Tier1,730,2,121000,24420,5731,4799,8614,967,4309,19,1285,0.202,Partial,1,696,0.215,0,0,4,Everyday User
CC0027666,30,16486,Tier2,719,5,37000,22497,3012,4771,6426,2668,5619,12,1875,0.608,,1,733,0.001,0,1,0,Everyday User
CC0027667,40,24081,Tier2,707,70,38000,11562,3037,1475,3694,625,2731,18,642,0.304,,0,728,0.056,0,0,1,Everyday User
CC0027668,44,37130,Tier3,741,57,60000,32620,3724,2237,7468,1692,9786,10,3262,0.544,Partial,0,701,0.216,0,1,4,Everyday User
CC0027669,62,13209,Tier1,783,27,39000,20410,6515,4337,2285,1298,5974,10,2041,0.523,Full,1,733,0.015,0,0,1,Everyday User
CC0027670,49,18200,Tier2,739,49,43000,9707,2292,1095,3295,645,2380,18,539,0.226,Partial,0,687,0.031,0,1,1,Everyday User
CC0027671,37,19908,Tier1,681,32,46000,29046,7552,1667,6195,4004,8714,16,1815,0.631,Full,0,679,0.006,0,0,0,Everyday User
CC0027672,47,38082,Tier3,651,17,111000,96597,17656,8275,13150,13516,28979,27,3578,0.87,Minimum,0,722,0.034,0,1,0,Everyday User
CC0027673,59,47325,Tier1,731,36,91000,54721,7937,5034,10303,6469,16416,15,3648,0.601,Partial,0,735,0.011,0,0,0,Everyday User
CC0027674,61,21254,Tier2,741,17,53000,20987,6527,4015,2913,1638,5894,11,1908,0.396,Full,0,707,0.034,0,1,1,Everyday User
CC0027675,46,20551,Tier1,752,62,44000,38454,5876,3391,13233,2985,11536,16,2403,0.874,Full,0,674,0.055,0,0,0,Everyday User
CC0027676,56,39453,Tier2,688,15,93000,63749,16532,8481,9950,7425,19125,16,3984,0.685,Full,0,710,0.099,0,1,0,Everyday User
CC0027677,26,38820,Tier2,589,14,94000,30450,6235,6497,9185,1407,7126,11,2768,0.324,Full,0,720,0.035,0,1,1,Everyday User
CC0027678,28,23858,Tier2,753,79,46000,29586,7703,6205,9006,4215,2458,17,1740,0.643,Full,0,665,0.023,0,1,0,Everyday User
CC0027679,44,108796,Tier1,673,61,192000,40863,4094,7475,11296,4481,12259,11,3715,0.213,Partial,1,725,0.036,0,1,1,Everyday User
CC0027680,46,40564,Tier2,720,66,66000,36624,6620,7247,7876,2006,10987,20,1831,0.555,Full,0,690,0.086,0,1,0,Everyday User
CC0027681,22,32791,Tier2,714,28,113000,59950,13349,8437,12625,3105,17985,12,4996,0.531,Partial,0,720,0.007,0,1,0,Everyday User
CC0027682,43,28806,Tier2,615,76,94000,41449,8164,2508,5134,3544,12435,15,2763,0.441,Partial,0,697,0.157,0,1,4,Everyday User
CC0027683,25,66523,Tier3,708,60,139000,124186,40032,27165,41940,10699,6209,14,8870,0.893,Full,0,686,0.14,0,0,3,Premium Shopper
CC0027684,49,50364,Tier3,733,6,79000,50574,16240,6634,14038,6567,7096,15,3372,0.64,,0,721,0.166,0,0,4,Everyday User
CC0027685,35,12803,Tier1,766,42,31000,14520,3662,2695,3772,1123,3269,13,1117,0.468,Partial,0,669,0.008,1,1,1,Everyday User
CC0027686,54,23921,Tier2,578,4,84000,58732,6150,12972,7977,7306,17620,16,3671,0.699,Partial,0,696,0.025,0,1,0,Everyday User
CC0027687,25,27776,Tier1,601,76,69000,22536,2344,3671,5303,1166,6761,15,1502,0.327,Minimum,1,732,0.048,0,1,1,Everyday User
CC0027688,63,36056,Tier2,670,9,126000,21427,6246,2342,7909,3196,1734,19,1128,0.17,Full,0,695,0.003,0,1,1,Everyday User
CC0027689,32,52906,Tier2,687,18,149000,105687,23311,8683,12505,11121,31706,19,5562,0.709,Partial,0,709,0.017,0,1,0,Everyday User
CC0027690,60,19109,Tier1,592,4,43000,32186,10111,6410,9348,980,5337,15,2146,0.749,Full,1,694,0.013,0,1,0,Everyday User
CC0027691,53,34626,Tier1,664,5,59000,20392,6290,3448,7464,2285,1020,14,1457,0.346,Partial,0,702,0.028,1,1,1,Everyday User
CC0027692,25,100666,Tier3,619,63,295000,224836,55822,39520,81824,16375,31295,16,14052,0.762,,0,696,0.001,0,1,2,Premium Shopper
CC0027693,22,36954,Tier1,629,66,109000,57818,14296,7640,16033,6762,13086,13,4448,0.53,Full,0,759,0.241,0,0,4,Everyday User
CC0027694,47,23943,Tier1,713,68,41000,35529,8249,3163,3819,3783,10659,16,2221,0.867,Partial,0,716,0.008,0,0,0,Everyday User
CC0027695,54,16309,Tier3,670,40,50000,18560,2355,4205,2705,1154,5568,13,1428,0.371,Full,1,711,0.022,0,1,1,Everyday User
CC0027696,38,27115,Tier2,625,56,41000,22403,7530,3828,6912,3164,1120,14,1600,0.546,Full,0,683,0.07,0,1,1,Everyday User
CC0027697,48,19011,Tier2,763,79,31000,18389,2778,920,7071,1027,5517,16,1149,0.593,Partial,0,760,0.0,1,1,1,Everyday User
CC0027698,63,28659,Tier1,656,54,91000,17954,5319,3425,5609,1023,2578,15,1197,0.197,Full,1,723,0.002,0,0,1,Everyday User
CC0027699,26,50277,Tier1,804,68,130000,43511,8199,8798,9677,3632,13053,8,5439,0.335,Full,0,717,0.057,1,0,1,Everyday User
CC0027700,28,37130,Tier1,581,32,100000,54824,8657,9818,13583,3950,16447,14,3916,0.548,Partial,0,693,0.104,0,1,0,Everyday User
CC0027701,46,27228,Tier1,754,83,87000,45967,8047,10092,11586,3641,12601,17,2704,0.528,Minimum,0,652,0.013,0,0,0,Everyday User
CC0027702,29,12402,Tier1,707,66,22000,13113,1983,2476,5073,420,3161,21,624,0.596,Full,1,701,0.099,0,0,1,Everyday User
CC0027703,55,59826,Tier1,688,72,167000,40476,11926,10115,6429,4080,7926,30,1349,0.242,Minimum,0,747,0.057,0,1,1,Everyday User
CC0027704,62,29393,Tier3,693,36,84000,23468,8001,5236,5321,2111,2799,25,939,0.279,Full,0,674,0.078,0,1,1,Everyday User
CC0027705,25,38746,Tier2,706,58,72000,20681,2389,2143,8027,2687,5435,9,2298,0.287,Partial,0,715,0.006,0,0,1,Everyday User
CC0027706,33,21014,Tier1,720,72,57000,16661,5083,1178,5476,1041,3883,24,694,0.292,Full,0,741,0.029,0,1,1,Everyday User
CC0027707,52,28414,Tier1,799,24,93000,58350,10160,8461,21767,4057,13905,18,3242,0.627,Full,0,695,0.001,0,1,0,Everyday User
CC0027708,32,25644,Tier3,699,40,66000,23345,2406,3189,8680,3329,5741,20,1167,0.354,Full,1,668,0.025,0,1,1,Everyday User
CC0027709,58,16312,Tier1,795,69,40000,31006,6608,1981,4042,3299,9302,17,1824,0.775,Full,1,674,0.005,0,1,0,Everyday User
CC0027710,57,21062,Tier3,688,74,72000,33171,7150,2004,7985,4037,9951,11,3016,0.461,Minimum,0,729,0.006,0,0,1,Everyday User
CC0027711,43,35996,Tier2,715,76,119000,77570,17733,4025,14905,11252,23271,22,3526,0.652,,0,702,0.006,0,1,0,Everyday User
CC0027712,22,43440,Tier2,693,14,102000,44739,6979,2288,13958,3568,13422,13,3441,0.439,Partial,1,670,0.025,0,1,1,Everyday User
CC0027713,25,24092,Tier2,587,41,44000,37890,12731,6145,10095,3723,5196,13,2915,0.861,Full,0,720,0.006,0,0,0,Everyday User
CC0027714,57,17648,Tier2,653,25,43000,14563,3512,1664,2671,2091,4369,13,1120,0.339,Full,0,664,0.053,1,0,1,Everyday User
CC0027715,29,29323,Tier2,819,53,63000,49409,17187,2606,7704,5796,14823,17,2906,0.784,Partial,1,691,0.018,0,1,0,Everyday User
CC0027716,46,57976,Tier3,649,48,125000,52438,17122,5076,10966,5774,13500,18,2913,0.42,Full,1,693,0.063,0,1,0,Everyday User
CC0027717,49,20671,Tier3,765,25,59000,45810,15626,10626,16297,3070,2290,15,3054,0.776,Partial,0,686,0.085,0,1,0,Everyday User
CC0027718,59,36597,Tier2,558,44,88000,20965,5124,4995,8276,2991,1048,15,1398,0.238,Full,0,715,0.222,1,0,4,Everyday User
CC0027719,57,24434,Tier3,681,46,82000,24673,5941,2640,3206,2650,7402,21,1175,0.301,Full,0,731,0.005,0,1,1,Everyday User
CC0027720,57,71475,Tier3,739,61,175000,78571,10130,14002,12124,7277,23571,22,3571,0.449,,0,684,0.041,0,1,0,Everyday User
CC0027721,64,26797,Tier1,705,68,50000,10209,2814,1272,3878,1289,957,21,486,0.204,Full,1,687,0.065,0,0,1,Everyday User
CC0027722,62,54025,Tier2,735,19,122000,47327,14787,5379,14969,5088,7105,17,2784,0.388,Full,1,686,0.104,0,1,1,Everyday User
CC0027723,25,66772,Tier2,535,20,145000,97561,23697,17984,15926,8724,29268,17,5739,0.673,Partial,0,693,0.009,0,0,3,Premium Shopper
CC0027724,34,91573,Tier1,637,27,248000,196119,36293,26892,66266,14049,52618,16,12257,0.791,Partial,1,693,0.045,0,0,2,Premium Shopper
CC0027725,59,16123,Tier2,665,23,31000,21153,4575,3084,6494,1331,5670,15,1410,0.682,Full,0,677,0.19,0,0,4,Everyday User
CC0027726,46,15696,Tier2,638,39,35000,19070,6326,2578,3567,2724,3875,14,1362,0.545,Minimum,0,700,0.01,0,1,1,Everyday User
CC0027727,24,73067,Tier1,701,47,206000,45420,14682,10128,15762,3699,2271,18,2523,0.22,Full,0,707,0.018,0,0,1,Everyday User
CC0027728,53,66230,Tier1,582,77,145000,59483,8137,6563,8343,5316,17845,13,4576,0.41,,0,709,0.104,0,1,4,Everyday User
CC0027729,60,25080,Tier1,685,44,83000,35103,11642,7162,10873,5106,1755,19,1848,0.423,Partial,0,653,0.001,0,0,1,Everyday User
CC0027730,22,5207,Tier3,845,47,10000,4004,772,521,560,564,1201,9,445,0.4,,0,712,0.109,1,1,1,Everyday User
CC0027731,32,38121,Tier1,684,79,117000,82120,19416,9538,20269,5048,24636,16,5132,0.702,Full,1,701,0.043,0,1,0,Everyday User
CC0027732,23,14611,Tier2,594,80,26000,5545,1274,377,730,348,1664,18,308,0.213,Partial,0,701,0.124,0,1,1,Everyday User
CC0027733,26,22101,Tier1,780,39,65000,22180,5889,2389,6464,2788,4650,14,1584,0.341,Partial,0,740,0.006,0,1,1,Everyday User
CC0027734,43,40486,Tier1,668,62,134000,110393,24706,13055,13571,6086,33118,20,5520,0.824,,0,714,0.039,0,0,3,Premium Shopper
CC0027735,34,43888,Tier3,601,42,66000,27596,5792,2282,8005,1534,8279,12,2300,0.418,Partial,1,721,0.009,1,1,1,Everyday User
CC0027736,44,93788,Tier3,695,48,192000,138836,44237,15601,22042,5172,41651,16,8677,0.723,Full,0,682,0.0,0,1,3,Premium Shopper
CC0027737,52,29038,Tier2,671,58,91000,44338,5451,10138,10672,2953,13301,12,3695,0.487,Partial,0,683,0.075,0,1,0,Everyday User
CC0027738,56,20216,Tier3,718,26,67000,35776,6524,6780,8161,5182,9128,13,2752,0.534,Partial,0,700,0.019,0,1,0,Everyday User
CC0027739,59,62968,Tier3,711,7,136000,116375,22303,28797,44413,17441,5819,17,6846,0.856,Partial,0,699,0.044,0,1,3,Premium Shopper
CC0027740,62,45535,Tier1,745,65,111000,34111,6768,2689,6097,4583,10233,11,3101,0.307,Partial,0,741,0.005,1,0,1,Everyday User
CC0027741,56,29206,Tier2,720,73,101000,77843,14121,13830,9559,9991,23353,28,2780,0.771,Full,1,704,0.0,0,1,0,Everyday User
CC0027742,34,37014,Tier3,868,72,109000,29742,6231,6726,3744,1088,8923,14,2124,0.273,Minimum,0,676,0.052,0,1,1,Everyday User
CC0027743,28,28946,Tier2,661,55,67000,36977,9478,2804,4949,4685,11093,15,2465,0.552,Full,0,698,0.09,0,1,0,Everyday User
CC0027744,26,55007,Tier3,613,63,109000,65347,13427,14814,14504,6722,15880,13,5027,0.6,Minimum,1,660,0.001,0,1,0,Everyday User
CC0027745,50,99984,Tier2,643,79,164000,93111,18610,10846,16323,10097,27933,22,4232,0.568,Partial,0,726,0.013,1,0,0,Everyday User
CC0027746,29,23499,Tier1,788,18,81000,34453,11430,6290,10228,1049,5455,18,1914,0.425,Full,1,702,0.113,0,1,4,Everyday User
CC0027747,29,46748,Tier2,591,54,93000,68558,21614,11749,10071,2681,20567,13,5274,0.737,Partial,0,707,0.001,0,1,0,Everyday User
CC0027748,28,14504,Tier2,776,61,38000,26361,5251,4017,6770,1305,7908,13,2028,0.694,Full,0,703,0.053,0,1,0,Everyday User
CC0027749,40,19081,Tier2,859,56,49000,24726,7376,2568,8530,1550,4702,19,1301,0.505,Full,0,673,0.047,0,0,1,Everyday User
CC0027750,60,50896,Tier1,805,83,120000,95116,15790,10538,16038,5296,28535,13,7317,0.793,Minimum,0,691,0.104,0,1,3,Premium Shopper
CC0027751,44,34813,Tier1,678,26,107000,37560,8593,3483,7093,3848,11268,16,2348,0.351,Minimum,0,693,0.014,0,1,1,Everyday User
CC0027752,57,18667,Tier3,755,76,62000,32451,5895,4568,3478,4164,9735,19,1708,0.523,Minimum,0,686,0.025,0,1,1,Everyday User
CC0027753,63,36507,Tier2,771,36,77000,22616,5697,4051,5886,1710,5272,16,1414,0.294,Full,1,695,0.053,0,1,1,Everyday User
CC0027754,53,61534,Tier1,679,7,209000,157340,50658,11966,26740,8660,47202,19,8281,0.753,Full,0,704,0.018,0,1,3,Premium Shopper
CC0027755,25,15243,Tier1,633,73,52000,16811,1859,1197,3067,2090,5043,12,1401,0.323,Full,1,700,0.009,1,1,1,Everyday User
CC0027756,51,103562,Tier1,705,31,200000,73550,10036,16672,11855,5796,22065,17,4326,0.368,Full,0,727,0.023,0,1,0,Everyday User
CC0027757,63,51216,Tier1,771,22,111000,55378,13808,10772,12577,4984,13237,11,5034,0.499,Full,0,715,0.063,0,0,0,Everyday User
CC0027758,60,51833,Tier3,802,63,159000,52113,5402,4068,10210,5325,15634,12,4343,0.328,Minimum,0,737,0.014,0,1,1,Everyday User
CC0027759,26,36286,Tier3,716,43,112000,56911,19797,11181,15858,7227,2848,14,4065,0.508,Partial,0,707,0.046,1,1,0,Everyday User
CC0027760,24,103598,Tier1,694,76,350000,253080,38456,47816,81893,24225,60690,21,12051,0.723,Partial,0,696,0.054,0,1,2,Premium Shopper
CC0027761,43,64692,Tier2,701,40,204000,109586,13187,7075,36704,10471,32876,12,9132,0.537,Full,1,666,0.382,0,1,4,Everyday User
CC0027762,49,29128,Tier2,844,2,66000,12487,2778,985,4052,1115,3557,15,832,0.189,Full,0,704,0.005,0,1,1,Everyday User
CC0027763,43,57207,Tier1,723,53,151000,27388,5364,5547,6287,4023,6168,12,2282,0.181,Full,0,701,0.057,0,0,1,Everyday User
CC0027764,43,23391,Tier2,759,32,48000,35560,8623,3340,10883,2472,10241,25,1422,0.741,Minimum,0,739,0.051,1,1,0,Everyday User
CC0027765,55,30695,Tier1,790,1,75000,60612,11181,14219,13500,8230,13482,16,3788,0.808,Minimum,0,685,0.046,0,1,0,Everyday User
CC0027766,50,87551,Tier2,691,68,262000,202188,32411,44162,48393,11902,60656,20,10109,0.772,Full,0,714,0.019,0,0,2,Premium Shopper
CC0027767,64,45823,Tier3,664,38,96000,81716,16132,17766,12368,7113,24515,27,3027,0.851,Partial,1,766,0.16,0,1,4,Everyday User
CC0027768,63,54009,Tier3,723,45,187000,104958,24055,9028,18487,13078,31487,15,6997,0.561,Minimum,0,678,0.085,0,1,3,Premium Shopper
CC0027769,34,73260,Tier3,655,4,161000,24194,7629,5885,9482,1930,1210,18,1344,0.15,Full,0,697,0.009,0,0,1,Everyday User
CC0027770,28,50460,Tier3,674,73,111000,90663,11613,14544,36203,6206,22098,16,5666,0.817,Minimum,0,715,0.207,0,1,4,Everyday User
CC0027771,31,22321,Tier2,565,82,77000,20612,6018,2137,7957,2097,2402,11,1874,0.268,Full,0,689,0.059,0,1,1,Everyday User
